,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
45,Data Scientist,$125K-$156K (Glassdoor est.),"Description

SAIC, a leading provider of systems development &
deployment, targeting & intelligence analysis, systems engineering &
integration, and training capabilities and solutions for the Intelligence
Community, is seeking creative and dedicated professionals to fulfill their
career goals and objectives while delivering mission excellence on programs of
national importance. Join our team today as we Redefine Ingenuity!

The Sponsor manages a large number of data scientists of
varying levels of experience, and provides them challenging and exciting
project work in a fast-paced learning environment that cultivates and promotes
their ability to deliver impactful data science products across the entire
Sponsor organization.

Responsibilities include but not limited to:
Working with cross-functional
teams with data at all stages of the analysis lifecycle to derive
actionable insight.
Translates mission needs
into an end-to-end analytical approach to achieve results.
Performs the pre-analytics
areas of data collection and understanding, data cleansing and
integration, and data storage and retrieval.
Determines the appropriate
analytics based on the data and the desired outcomes, using techniques
including feature detection, statistics, data mining, predictive modeling,
machine learning, natural language processing, and business intelligence.
Interprets the validity of
results and communicates the meaning of those results.
Has familiarity with data
wrangling, analytics, and visualization software and programming
languages, including analytics methods for big data.
Follows a scientific
approach to generate value from data, verifying results at each step and applies
advanced technical principles, theories, and concepts.
Participates with senior
managers to establish strategic plans and objectives and recommends/makes
decisions on administrative or project work matters and ensures effective
achievement of program, project, or organizational objectives.
Qualifications

Mandatory Requirements:
Active TS/SCI with Polygraph
Bachelor’s Degree in Computer Science, Math, Engineering, Analytics, or related field. Relevant years of experience may be substituted in lieu of a degree.
8 years professional experience with analytic methods and tools in: machine learning, artificial intelligence, data modeling, or probability and statistics.
8 years experience working with diverse data types.
8 years experience working on an Amazon Web Services infrastructure, including the C2S environment
8 years experience defining, analyzing, tracking, and reviewing requirements using JIRA
8 years experience with data science architecture/management techniques, data operations, or formal data science training.
8 years experience using Microsoft Excel for data manipulation; using formulas, look ups, pivot tables.
Demonstrated experience with AI/ML libraries including Tensorflow and Pandas
Demonstrated experience with MySQL, AWS RDS, AWS S3, and Mongo
Optional Requirements
Demonstrated experience translating complex, technical findings into a narrative (i.e. tell a story with the data) in graphical, verbal, or written form.",3.8,"SAIC
3.8","Herndon, VA",-1,10000+ Employees,2013,Company - Public,Enterprise Software & Network Solutions,Information Technology,$5 to $10 million (USD),-1
46,Data Scientist,$125K-$156K (Glassdoor est.),"Academic Partnerships is hiring a Data Scientist to join the Business Analytics Team in Downtown Dallas. Work is currently being performed remotely and candidates must be available for virtual meetings during business hours.

Were looking for a data savvy professional whose primary responsibility is to uncover actionable insights from large sets of data. You will develop predictive models and forecasts from these insights and historical experience while running research using advanced analytical and experimental approaches. You must be knowledgeable and skilled in the emerging data science trends and have experience implementing emerging and advanced statistical techniques.

Responsibilities Include:

Perform complex data analysis using advanced SQL programming techniques to query, combine and clean data from disparate sources including Microsoft Dynamics CRM, financial systems, large customer data warehouses, and external overlay data.
Apply data science methodologies and predictive analytic models including all forms of both supervised and unsupervised machine learning algorithms to help Operations, Finance and Marketing to better understand the underlying drivers of business performance.
Design analytical reports and dashboards using data visualization tools including Tableau to track key metrics across the student lifecycle and assist business stakeholder in strategic analysis and identifying areas for improvement.
Develop value-based tiering of business leads using panel data models built on historic conversion and cycle time performance.
Develop models to better predict customer lifetime value, regularly score the customer database, and measure the impact targeted marketing efforts have on acquisition and retention.
Measure the effectiveness marketing and operational improvement efforts have on customer acquisition and retention.
Serve as liaison with end users with regard to data analysis via ad hoc reports, presentations and results, using R programming language and R markdown
Other duties as assigned
Qualifications Include:

Masters Degree or higher from a four-year accredited college or university with a preferred major in computer science, data science, information technology, or similar, required
In depth knowledge of all econometric and statistical techniques and machine learning algorithms including k-means clustering, KNN /CHAID classification, Factor Analysis, Regression, Price Elasticity, Recommendation Engines, attribution modeling, and SVM, to predict customer behavior with regard to lead generation, acquisition, and retention.
Required in depth experience with traditional and cloud relational databases such as Microsoft SQL Server, NoSQL databases, and Azure, Microsoft Dynamics CRM and Salesforce Marketing Cloud, Python programming language and libraries (NumPy, SciPy, Pandas and Scikit-learn), supervised and unsupervised machine learning techniques and algorithms, data visualization tools (PyPlot, Tableau), R programming language and R markdown. Preferred experience with geospatial analysis, text analysis, digital analytics (ie: G360 / GAP), Big Data analytics (ie: Hadoop).
Ability to hypothesize with imperfect data
Proficient in MS Office including Outlook, Word, Excel and PowerPoint.
Balance multiple projects, prioritize these projects and meet necessary deadlines
***Must have U.S. work visa. No H1-B visa sponsorship available or will be considered***

Academic Partnerships is an equal opportunity employer and supports a diverse and inclusive workforce.",4.2,"Academic Partnerships
4.2","Dallas, TX",-1,201 to 500 Employees,2008,Company - Private,Colleges & Universities,Education,Unknown / Non-Applicable,-1
47,Data Scientist,$125K-$156K (Glassdoor est.),"We make small businesses more successful through better banking.

Our company is looking for a Data Scientist to join our growing team as we enter a new phase of expansion We are San Francisco and Toronto-based, venture-backed startup at the heart of the FinTech movement that is shaping the way financial services are delivered.

Our product

NorthOne is a mobile, tech-powered bank account built for startups, freelancers, and small/medium-sized businesses (SMBs). Poor financial literacy has an outsized impact on the costs and failure rates amongst SMBs, and we are on a mission to eliminate these problems. We are more than a banking platform, we are the world-class Finance Department that SMBs could never afford.

Our team

We data. As a Data Scientist you'll work with our world-class Data, Engineer, Growth and Product teams. Our COO has helped build digital products used by companies like Frank And Oak, Supercell, MachineZone, BMO, and Trivago. Oh, and our CEO? 6 years at McKinsey working on digital customer experience in financial services. We're building a product that solves real pain, vs the imagined kind. Feeling it?

REQUIREMENTS

The skills required for this role:
You love using SQL and Python to answer business questions and analyze data
You live and breath report automation
World class data science experience that you can apply to product, operations, and growth marketing
You're delighted by the idea building the foundational elements of a growing data science practice
You're a strong, clear communicator who knows keep the whole team on the same page
BONUS points:
Hands on experience working with tools like Looker and Mixpanel
Financial services experience or good understanding of banking
Experience working in a startup environment or for a SaaS company
Background in management consulting
PhD or Masters degree
BENEFITS

Our mission is big and audacious, but we're assembling a team to take the challenge head-on.

As a Data Scientist you'll be joining a team that prioritizes:
People: Our company is more than just a business. We're a band of brothers and sisters supporting each other on our mission to rebuild business banking. We're really serious about mission, fit, and the people we work with. You'll be part of a rapidly scaling team that reflects these values and keeps this place special.
Diversity: You'll find yourself in an environment that values diversity and inclusivity. Excellence doesn't come in one flavor and neither should we.
Leadership: You're right in the thick of it, making critical decisions that will clear our path forward.
We offer full health/dental benefits, competitive compensation/equity, and one hell of an adventure.

If you recognize yourself in this job description, let's talk.",4.3,"NorthOne
4.3","San Francisco, CA",-1,1 to 50 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
48,Data Scientist,$125K-$156K (Glassdoor est.),"Data Scientist

UPS Capital (UPSC), one of the fastest growing subsidiaries within UPS offers opportunities for career development, mastering your craft, and virtually limitless professional growth. Business Intelligence and Analytics (BIA) department at UPS Capital delivers analytical information and insights for enhancing UPS Capitals marketplace competitiveness and supporting growth initiatives and is looking for a Data Scientist to join their team.

The UPSC BIA Data Scientist will apply predictive and prescriptive analytics models on organizations internal and external data to derive actionable insights for the growth of UPS Capitals risk mitigation and insurance business. As a key member of a growing advanced analytics team, he/she will operate in a fast-paced environment and take on multiple roles. He/She will have access to large volumes of structured and unstructured data as well as the ability to allocate vast computing resources, including GPUs, to speed up work. He/She will investigate, join, and analyze disparate and large data sets to build risk management analytics solutions that have direct impact to UPS Capital and its customers. He/She will also apply Statistical Theory, Machine Learning (ML) algorithms and Artificial Intelligence (Al) techniques to build UPS Capitals risk mitigation solutions, enhance customer experience, and grow customers.

This position will have the opportunity to research and experiment with innovative new techniques in machine learning, statistics, and operations research. He/She will have the freedom to attend conferences and training sessions, and collaborate with partner universities, to further skillset. The selected candidate will primarily serve in an individual contributor role with a focus on hands-on technical work. He/She may be asked to take on non-technical assignments such as business requirements gathering.

Responsibilities and Duties
Provides expertise on computational, quantitative, and algorithmic techniques applicable to data science
Performs data wrangling, ETL, and data exploration tasks
Builds predictive and prescriptive models, algorithms, and simulations
Collaborates with cross-functional teams of data scientists, data engineers, application developers, etc. to deliver measurable outcomes
Identifies and champions new initiatives aimed at delivering value to business stakeholders
Manages multiple work streams while proactively responding to competing demands
Evaluates open-source and vendor-based tools, such as applications, platforms, frameworks and programming languages
Knowledge and Skills
Passion for building analytical solutions to answer business questions and improve business processes
2+ years' industry experience in a technical role, preferably in a data science capacity
Intermediate knowledge of R or Python
Knowledge of Generalized Linear and Non-Linear Models, Time Series Analysis, Random Forest, Gradient Boosted Machines, Neural Networks, Unsupervised Methods (Dimensionality Reduction, Clustering, etc.) knowledge
Experience querying relational data systems for ETL and data integration tasks
Good communications skills with ability to present to technical and business audiences
Experience using Spark/Hadoop systems for distributed analytics and data processing
Knowledge of Natural Language Processing & Text Mining, Experimental Design, Computer Vision & Image Processing, Bayesian Networks, Reinforcement Learning, Collaborative Filtering, Network/Graph Mining, Combinatorial Optimization, Linear & Mixed-Integer Programming and Discrete-Event & Stochastic Simulation - Preferred
Knowledge of H2O.ai and TensorFlow - Preferred
Familiarity with scaling and operationalizing data science models in production settings - Preferred
Experience working in a cloud-computing environment such as Azure, GCP, etc. - Preferred
Prior exposure to the transportation or logistics industry - Preferred
Master's Degree in quantitative or computational field such as Statistics, Operations Research, Computer Science, Physics, Engineering, Mathematics, Economics, or related discipline - Preferred
PhD - Preferred
UPS is an equal opportunity employer. UPS does not discriminate on the basis of race/color/religion/sex/national origin/veteran/disability/age/sexual orientation/gender identity or any other characteristic protected by law",3.5,"UPS
3.5","Atlanta, GA",-1,10000+ Employees,1907,Company - Public,Logistics & Supply Chain,Transportation & Logistics,$10+ billion (USD),-1
49,Data Scientist,$125K-$156K (Glassdoor est.),"Description:Are you ready to take your career to a new level and work at an extraordinary company in Herndon, VA?

The coolest jobs on this planet or any other are with Lockheed Martin Space.

Lockheed Martin is a pioneer, partner, innovator and builder. Our amazing men and women are on a mission to make a difference in the world and every single day we use our unique skills and experiences to create, design and build solutions to some of the worlds hardest engineering problems.

Do you want to be part of a culture that inspires employees to think big, perform with excellence and build incredible products? We provide the resources, inspiration and focus - if you have the passion and courage to dream big, then we want to build a better tomorrow with you.

Do you have a passion for working on emerging technologies? Cyber is an essential element of Spaces strategy for growth as these skill-sets have become essential to meeting customer and internal needs. In support of new programs, our Cyber Exploitation teams are building capabilities and specialized tools and techniques. We are increasing focus and emphasis on our customers hardest problems, including challenges unique to the of cyber security tools and integrated effects.

We are looking for a Data Scientist who will support our product with insights gained from analyzing customer data. The ideal candidate is adept at using large data sets to find opportunities for product and process optimization and using models to test the effectiveness of different courses of action. They must have strong experience using a variety of data mining/data analysis methods, using a variety of data tools, building and implementing models, using/creating algorithms and creating/running simulations. They must have a proven ability to drive business results with their data-based insights.

They must be comfortable working with a wide range of stakeholders and functional teams. The right candidate will have a passion for discovering solutions hidden in large data sets and working with stakeholders to improve business outcomes.

Applicants selected will be subject to a government security investigation and must meet eligibility requirements for access to classified information.
Basic Qualifications:
Five (5+) Expert years of related experience.
Knowledge of individual, organizational, technological, or transnational issues of national security concern.
Prior experience with the Intelligence Community and methodological experience in some of the following areas: relationships and discovery (correlating, enriching and prioritizing data about activity of actors, devices or facilities to enable the discovery of structure, roles, key relationships and targets), situational awareness (unifying data into a single context, allowing the current situation to be accurately and quickly understood), systems modeling (building a computational analog of a real-world system - political, military, economic, social or technical -- to understand how it operates, what it is capable of, and how it may react to shocks) and business analytics (supporting data-driven decisions about how we can improve the business of intelligence).
Knowledge of appropriate analytic methods and methodological tools in two or more of the following areas:
o Applied mathematics (e.g. probability and statistics, multivariable calculus, linear algebra, ordinary and partial differential equations, stochastic processes, graph theory).
o Computer programming (e.g. scripting, data parsing/ETL, artificial intelligence, machine learning, math/statistics packages, natural language processing, software versioning, distributed.
o Visualization (e.g. dashboard creation, network analysis, GIS/geospatial analysis, telemetry analysis).
Desired Skills:
Thorough/Working knowledge of Python and some of the following software/tools: SQL, R, Hadoop, Spark, Java, C/C++, Git Bash, Tableau, ArcGIS, Unix commands.
Thorough/Working knowledge of research designs.
Thorough/Working knowledge of collection methods, capabilities and tasking process.
Familiarity with project management concepts and principles.
Intellectual curiosity; creativity and innovation to go beyond current tools to deliver the best solution to complex problems.
Strong analytical and critical thinking skills.
BASIC QUALIFICATIONS:
job.Qualifications

Lockheed Martin is an Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, age, protected veteran status, or disability status.
Join us at Lockheed Martin, where your mission is ours. Our customers tackle the hardest missions. Those that demand extraordinary amounts of courage, resilience and precision. Theyre dangerous. Critical. Sometimes they even provide an opportunity to change the world and save lives. Those are the missions we care about.

As a leading technology innovation company, Lockheed Martins vast team works with partners around the world to bring proven performance to our customers toughest challenges. Lockheed Martin has employees based in many states throughout the U.S., and Internationally, with business locations in many nations and territories.
EXPERIENCE LEVEL:
Experienced Professional",3.9,"Lockheed Martin
3.9","Herndon, VA",-1,10000+ Employees,1995,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),-1
50,Data Scientist- Secret Clearance,$125K-$156K (Glassdoor est.),"Ironclad Technology Services is a Virginia based Information Technology and Business Consulting services company focused on supporting public and private sector customers as they tackle their most daunting information technology and business challenges. We focus on solving real world business problems through innovative thinking, a talented staff, and hard work.

Ironclad Technology Services LLC, a Service Disabled Veteran Owned Small Business has an opening for a Data Scientist to join our growing company in Arlington, VA. Due to the nature of the work, only U.S. Citizens will be considered for this position.

The Data Scientist is a strategic team member with knowledge of software engineering and agile development. The ideal candidate will have an understanding of the Java, Scala, R, Spark, REST API, AWS, S3, PostgreSQL, Big Data and SQL/Data Modeling.

The candidate must demonstrate a willingness to learn new cutting-edge technologies and overcome technical challenges in a fast-paced environment. The Data Scientist will play a key role in developing next generation data analytics platform leveraging latest data science technologies, DevOps, cloud computing, and Data Lake / big data technologies.
Responsibilities
Provide data science support to perform feature engineering on data sources, develop association rule-based models designed to extract signals from data feeds and predict the likelihood of an activity based on patterns
Identify new machine learning and advanced analytics methodologies based on available data sets, and implement dynamic models/algorithms
Manipulating data from disparate data sources, building machine learning and deep learning models
Assist in the design, development, testing, and validation of multiple modeling design concepts to include but not limited to statistical, mathematical, and simulation models
Develop Data solutions within a Cloud-native environment
Develop solutions to enable metadata/rules engine driven data analytics application leveraging open source and/or cloud native components
Passion for learning, growing, and mentor team members on the fine art of data engineering and advanced data science technologies
Develop solutions in a highly collaborative and agile environment
All other duties as assigned or directed
Qualifications
Bachelor's degree in computer science, mathematics, or a related field
Active Secret Security Clearance
5-8 yrs. of related experience in Data analytics and Machine Learning,Analysis of algorithms, software, and software architectures, Pattern analysis, Running multiple models and improving quality of detection
Experience with open source and programming language such as: Python, R, Java, Groovy, and/or SQL
Experience with Tools: ETL tools (e.g., Streamsets, Nifi, Informatica, Trifacta, etc.), DataStax (Cassandra, Solr, DSE Graph, Spark), Kafka, Apache Spark (or other big data processing tools), Cloud (AWS, Azure or equivalent)
U.S. citizen or legal right to work in the United States without sponsorship
Physical Demands
Remains in a sitting/stationary position continually or almost continually during the work day
Operates a computer and performs desk-based computer tasks continually; frequently viewing a computer screen
Rarely lifting, carrying, pushing, pulling objects and/or equipment that weighs up to 50 pounds
Ironclad Technology Services is an Equal Employment Opportunity/Affirmative Action Employer (EEO/AA). All employment and hiring decisions are based on qualifications, merit, and business needs without regard to race, religion, color, sexual orientation, nationality, gender, ethnic origin, disability, age, sex, gender identity, veteran status, marital status or any other characteristic protected by applicable law. Ironclad offers a comprehensive compensation package including Health and Dental Insurance, Vision and Life Insurance, Short-Term & Long-Term Disability, 401(K) + company match, Paid Time Off (PTO), Paid Company Holidays, Tuition Assistance Program and more.

If you are a qualified individual with a disability and/or a disabled veteran, you may request a reasonable accommodation if you are unable or limited in your ability to access job openings or apply for a job on this site as a result of your disability. You can request assistance by contacting HRSupport@ironcladts.com or calling 757-493-3572.

#cjpost",4.7,"Ironclad Technology Services
4.7",Remote,-1,51 to 200 Employees,2008,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD),-1
51,Data Scientist,$125K-$156K (Glassdoor est.),"Your Mission

As a Data Scientist in Mobileum you will work within the Engineering Risk BU and you will contribute to the evolution of Mobileum Active Intelligence platform with improved analytics capabilities to deliver telecom-industry leading data analytics and machine learning platform. You will work integrated in the ML and Analytics team wrangling data problems from identifying data requirements to implementing analytics and machine learning solutions from experiments into production pipelines.

This position will be based in Braga and/or Lisbon.

WHAT WE ARE LOOKING FOR

To join our team, YOU must HAVE:
A degree in Statistics, Mathematics, Computer Science or similar;
3+ years of experience manipulating data sets and building statistical models;
Experience in developing and deploy production ML pipelines;
Good applied statistics skills, such as distributions, statistical testing, regression, etc;
Experience using statistical computer languages (Python, SQL, etc.) to manipulate data and extract insights from large data sets;
Excellent understanding of machine learning techniques and algorithms and their real-world advantages/drawbacks, such as k-NN, Naive Bayes, SVM, XGBoost, Decision Forests, Autoenconders, LSTMs, AutoML, etc;
knowledge on design and optimizing outlier models is a plus;
Experience with common data science toolkits, such as R, NumPy, Scikit-learn, PyOD etc ;
Experience with data visualisation tools, such as GGplot, Matplotlib, Seaborn, etc
Good scripting and programming skills using languages like Python and Java
Experience on using technologies such like SOAP, REST APIs, XML, Spark, Hive;
Linux knowledge and shell scripting programming;
A drive to learn and master new technologies and techniques
Read, write and talk English every day in a multi-cultural environment.


And YOU must BE:
Be a practical and results oriented person;
Be available to travel;
Enjoy designing and implement new products;
Methodical;
Be product but also customer oriented;
Enjoy challenges;
If you feel that you've got what it takes to work with us and want to join a young and dynamic team, APPLY NOW!!!

Your Mission

As a Data Scientist in Mobileum you will work within the Engineering Risk BU and you will contribute to the evolution of Mobileum Active Intelligence platform with improved analytics capabilities to deliver telecom-industry leading data analytics and machine learning platform. You will work integrated in the ML and Analytics team wrangling data problems from identifying data requirements to implementing analytics and machine learning solutions from experiments into production pipelines.

This position will be based in Braga and/or Lisbon.

WHAT WE ARE LOOKING FOR

To join our team, YOU must HAVE:
A degree in Statistics, Mathematics, Computer Science or similar;
3+ years of experience manipulating data sets and building statistical models;
Experience in developing and deploy production ML pipelines;
Good applied statistics skills, such as distributions, statistical testing, regression, etc;
Experience using statistical computer languages (Python, SQL, etc.) to manipulate data and extract insights from large data sets;
Excellent understanding of machine learning techniques and algorithms and their real-world advantages/drawbacks, such as k-NN, Naive Bayes, SVM, XGBoost, Decision Forests, Autoenconders, LSTMs, AutoML, etc;
knowledge on design and optimizing outlier models is a plus;
Experience with common data science toolkits, such as R, NumPy, Scikit-learn, PyOD etc ;
Experience with data visualisation tools, such as GGplot, Matplotlib, Seaborn, etc
Good scripting and programming skills using languages like Python and Java
Experience on using technologies such like SOAP, REST APIs, XML, Spark, Hive;
Linux knowledge and shell scripting programming;
A drive to learn and master new technologies and techniques
Read, write and talk English every day in a multi-cultural environment.


And YOU must BE:
Be a practical and results oriented person;
Be available to travel;
Enjoy designing and implement new products;
Methodical;
Be product but also customer oriented;
Enjoy challenges;
If you feel that you've got what it takes to work with us and want to join a young and dynamic team, APPLY NOW!!!",2.9,"Mobileum
2.9","Cupertino, CA",-1,501 to 1000 Employees,2000,Company - Private,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),-1
52,Data Scientist,$125K-$156K (Glassdoor est.),"Job Description:
Knowesis, Inc. has been providing data-driven decisions and solutions to our federal clients since 2007. Our highly qualified, customer-focused professionals are committed to providing information and advice to enable client success through holistic, thorough, thoughtful, and aligned approaches. Our clients leverage these capabilities to support their key business functions.

We are currently seeking a Data Scientist for a proposed government contract. The Data Scientist will be performing advanced analytics and data visualization services to support duties associated with identifying, deterring, and investigating fraud, deficiency, waste and abuse, and monitoring the progress made to the implementation of corrections actions for our federal clients.

Duties and responsibilities may include, but are not limited to:
Developing dashboards, reports, and visualizations using Tableau
Perform qualitative and quantitative analysis, including but not limited to predictive modeling and data mining,
Proficient in advanced machine learning algorithms to solve regression, multi-classification, and clustering problems.
Ability working with both structured and unstructured data employing unsupervised learning models including isolation forest, k-means clustering, anomaly detection, and principal component analysis
Able to perform statistical modeling with multiple regression techniques, variable selection methods, time series analyses, and neural networks in Python, R, and/or SAS
Utilize Python or R in data analytics to collect, understand, transform, cleanse, store, and share data in a privacy-preserving way
Able to Implement machine learning algorithms with multidimensional data for classification and clustering problems and graphical networks
Collaborate with functional areas to develop and maintain performance metrics, measurements, methods, and targets.
Evaluate operational efficiency and effectiveness.
Provide program manager and client with analysis to inform of enterprise resource allocation decisions and assess institutional risk.
Support both routine and special projects by communicating with multiple teams to ensure requirements are clear and understood from both a functional and technical perspective.
Contributes to program and task-related reports, briefings, justification, and requests.

Required Experience:
Minimum of 5 years of demonstrated experience in statistics and statistical software (R, SAS, Python, SQL).
Exposure and understanding of Machine Learning, Statistical Techniques (Baysian, Monte Carlo, etc.)
Certified Tableau Professional (Desktop and Server) with specific experience with Tableau Prep.
Expert knowledge in Microsoft Office products and Sharepoint.
At least 1 year working with Military Health System data or Force Management data systems (MilPDS, DRRS, DEERS)
A qualified candidate will:
Proficient in Python, R, SAS, Tableau, Shiny, SQL, and Hadoop ecosystem
Experience of leveraging machine learning algorithms to perform predictive modeling and forecasting.
Proficient in data visualization tools to design report and graphs to identify autonomous patterns and behaviors
Have the ability to quickly understand the clients business questions and develop prototype solutions
Serve as the performance and analytical lead with support to the program manager and client responsible for planning, coordinating and directing programs, conducting surveys and studies, and special projects associated with Force Health Readiness and Ready Medical Forces.
Be able to read, write, and speak English fluently and clearly in order to effectively communicate with all personnel for which they will interact.
Have the ability to communicate with sufficient clarity to be readily understood by laypersons, senior officials, and Government staff.
Possess sufficient initiative, interpersonal relationship skills, and social sensitivity such that they can relate constructively to a variety of contacts from diverse backgrounds.
Education: Master’s degree in Data Science, Statistics, Computer Science, or an associated technical discipline with five (5) years minimum experience in data analytics, including providing analytical management by planning, coordinating and directing program evaluations OR

Bachelor’s degree in one of the above disciplines with eight (8) years minimum experience in data analytics, including providing analytical management by planning, coordinating, and directing program evaluations.

Special Requirements:

Government Security Clearance: SECRET or higher or able to obtain an Interim SECRET clearance.

This contract requires a minimum of interim SECRET clearance and be a U.S. Citizen.

Work Location: Falls Church, VA with local telework options.

This position requires on-site work for all or a portion of the work to be performed. The successful candidate will reside in the local area or relocate within 15 days of the start date. No relocation is authorized.

Knowesis, Inc. provides equal employment opportunities to all employees and applicants for employment and prohibits discrimination and harassment of any type without regard to race, color, religion, age, sex, national origin, disability status, genetics, protected veteran status, sexual orientation, gender identity or expression, or any other characteristic protected by federal, state or local laws.

This policy applies to all terms and conditions of employment, including recruiting, hiring, placement, promotion, termination, layoff, recall, transfer, leaves of absence, compensation, and training.
Keyword: Data Scientist
From: Knowesis Inc.
Apply now",4.4,"Knowesis Inc.
4.4","Falls Church, VA",-1,51 to 200 Employees,2007,Company - Private,Consulting,Business Services,$25 to $50 million (USD),-1
53,Data Scientist,$125K-$156K (Glassdoor est.),"This job requires that an individual come into contact with raw materials, products, equipment / machines, software or technology controlled by the Export Administration Regulations or the International Traffic in Arms Regulations. The job must be filled by a U.S. person, or a person for whom a valid export control license, or exception, has been obtained or is not required from the U.S. Government.

Key Job Duties and Responsibilities

II-VI Epiworks is seeking a Data Scientist in our Quality Department to support its semiconductor manufacturing operations. This position supports the company's ISO 9001:2015 Quality system. This position requires creative problem solving, cross-functional communication, team work, and technical, documentation and presentation skills. Candidates should demonstrate an exceptional ability to quickly adapt to ambiguous business objectives, while clearly communicating the value of advanced analytics to a technical audience.

Primary Responsibilities:
Support the maintenance and improvement of the quality management system (QMS).
Compile and write control plans, procedures, work instructions and checklists for products as controlled documents within the QMS.
Identify improvement opportunities through the use of advanced statistics problem solving techniques, mathematical modeling, quantitative analysis and data modelling to improve and sustain process effectiveness.
Assist as a quality lead in development and implementation of improvement plans to reduce variation about the mean of various process parameters.
Report the results of supplier audits, surveys and evaluations based on the supplier's ability to provide products meeting specifications and requirements.
Perform internal audits including pre-audit planning, audit execution, evaluation, post audit follow up and recommendations.
Performs duties in compliance with all safety rules and regulations required by Company, Federal, State and Local provisions. (Safety)
Performs other duties within the scope of job assignment as assigned by Supervisor.
Requirements Include:
Bachler's degree in a technical discipline, such as applied mathematics, statistics, decision science, econometrics, engineering, or computer science.
Experience with system and data analysis tools and data structure including spreadsheets (Excel), programming (e.g., C++, VB), and data (e.g., Access, Oracle, data/text mining, SQL, SQL Servers, Mathematica, SAS, JMP, and Minitab).
General programing and scripting language in support of data manipulations including Excel macros and SQL Queries
Six Sigma Methods and Associated skills including Statistical Process Control (SPC)
Job Posted by ApplicantPro",3.3,"II-VI Incorporated
3.3","Champaign, IL",-1,10000+ Employees,1971,Company - Public,Telecommunications Manufacturing,Telecommunications,$1 to $2 billion (USD),-1
54,Data Scientist,$125K-$156K (Glassdoor est.),"Are you looking for an opportunity to leverage your analytical
experience and work with open-source software and Big Data tools?
We are looking to add a Junior Data Scientist to our team
providing mission-critical analysis to a federal client. This
opportunity is a great match for a data-driven problem solver who
is ready for the next step in his/her career.

Responsibilities:
Collects large sets of structured and unstructured data from
disparate sources.
Cleans and validates data to ensure accuracy, completeness, and
uniformity.
Analyzes data to identify patterns and trends.
Devises and applies models and algorithms to mine the stores of
big data. Interprets data to discover solutions and
opportunities.
Required Qualifications:
Secret clearance
BS degree in Physics, Computer Science, Mathematics, or another
quantitative discipline
1-3 years' experience
Strong client engagement skills
Experience with languages such as Python, R, SAS, and SQL
Familiarity with version control software including Github or
Subversion
Experience with designing, developing, and deploying analytic
software and algorithms
Desired Qualifications:
Experience with open source Big Data tools including Apache
Spark or Apache NiFi
Experience with developing solutions and integrating,
extending, and contributing to Open Source software
Experience with entity resolution
Experience with Natural Langue Processing using modern deep
learning techniques
Mount indie is an Equal Opportunity Employer. We celebrate
diversity, respect and seek to empower each individual and
support the diverse cultures, perspectives, skills and
experiences within our company. Mount Indie's commitment is to
create an inclusive environment for all employees",5.0,"Mount Indie
5.0","Vienna, VA",-1,1 to 50 Employees,-1,Unknown,-1,-1,Less than $1 million (USD),-1
